Committee_Id,Committee_Name,Link_Image,Committee_Election_State,Committee_Election_District,Report_Type,Receipt_Date,Coverage_Start_Date,Coverage_End_Date,Quarterly_Contribution,Semi_Annual_Contribution
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159536652995+0","CO","","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","0","0"
"C00784959","MANDELA BARNES FOR WISCONSIN","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159536630183+0","WI","00","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","168928.44","0"
"C00639146","JOSH HARDER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159533286811+0","CA","09","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","27046.66","0"
"C00777904","CHERI BEASLEY FOR NORTH CAROLINA","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159533159065+0","NC","00","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","92489.28","0"
"C00662577","KATHY MANNING FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159533144985+0","NC","06","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","116117.05","0"
"C00696526","MARK KELLY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159533027608+0","AZ","","OCTOBER QUARTERLY","15-OCT-22","14-JUL-22","30-SEP-22","60040.32","0"
"C00792465","JAMIE FOR OREGON","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159533026483+0","OR","05","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","32310.23","0"
"C00792507","WILL ROLLINS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159532966017+0","CA","41","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","25979.2","0"
"C00649913","SPANBERGER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159532818004+0","VA","07","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","37130","0"
"C00711150","MONDAIRE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159532811878+0","NY","17","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","0","0"
"C00795211","DON DAVIS FOR NC","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159532793743+0","NC","01","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","37730","0"
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159532749866+0","IL","00","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","38300","0"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159532707463+0","NH","","OCTOBER QUARTERLY","15-OCT-22","25-AUG-22","30-SEP-22","86515.48","0"
"C00765800","FETTERMAN FOR PA","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159537091705+0","PA","","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","130245.2","0"
"C00255562","FRIENDS OF JIM CLYBURN","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159537096781+0","","","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","27900","0"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202210159537115908+0","NV","","OCTOBER QUARTERLY","15-OCT-22","01-JUL-22","30-SEP-22","89174.44","0"
"C00638650","HALEY STEVENS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202210149532361634+0","MI","11","OCTOBER QUARTERLY","14-OCT-22","01-JUL-22","30-SEP-22","42229","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202210149532411212+0","WI","01","OCTOBER QUARTERLY","14-OCT-22","01-JUL-22","30-SEP-22","0","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202210149532407393+0","","","OCTOBER QUARTERLY","14-OCT-22","01-JUL-22","30-SEP-22","465000","0"
"C00656686","TOM MALINOWSKI FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202210149532321572+0","NJ","07","OCTOBER QUARTERLY","14-OCT-22","01-JUL-22","30-SEP-22","20382","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202210139532188425+0","","","OCTOBER MONTHLY","13-OCT-22","01-SEP-22","30-SEP-22","81500","0"
"C00341271","DAY & ZIMMERMANN INC FEDERAL PAC (AKA 'DAYPAC - FEDERAL')","http://docquery.fec.gov/cgi-bin/fecimg/?_202209199528517579+0","","","SEPTEMBER MONTHLY","19-SEP-22","01-AUG-22","31-AUG-22","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202209199528552139+0","","","SEPTEMBER MONTHLY","19-SEP-22","01-AUG-22","31-AUG-22","113250","0"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_202209019528341285+0","NH","","PRE-PRIMARY","01-SEP-22","01-JUL-22","24-AUG-22","20978.15","0"
"C00765909","PULLIAM'S COMMITEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202208099525169679+0","","","QUARTERLY SEMI-ANNUAL (MY)","09-AUG-22","","","0","0"
"C00665695","JAY CHEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202208089525137890+0","CA","45","JULY QUARTERLY / SEMI-ANNUAL","08-AUG-22","01-APR-22","30-JUN-22","30972.86","50595.76"
"C00711150","MONDAIRE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202208069525135328+0","NY","17","JULY QUARTERLY / SEMI-ANNUAL","06-AUG-22","01-JAN-22","30-JUN-22","31279.58","31279.58"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202207209522239342+0","","","MARCH MONTHLY","20-JUL-22","01-FEB-22","28-FEB-22","587650","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202207209522241617+0","","","APRIL MONTHLY","20-JUL-22","01-MAR-22","31-MAR-22","372000","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202207209522243065+0","","","JUNE MONTHLY","20-JUL-22","01-MAY-22","31-MAY-22","84250","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202207209522243632+0","","","JULY MONTHLY / SEMI-ANNUAL","20-JUL-22","01-JUN-22","30-JUN-22","614350","2546650"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202207209522239007+0","","","FEBRUARY MONTHLY","20-JUL-22","01-JAN-22","31-JAN-22","668400","0"
"C00807784","BLACK GREEKS UNITED","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521854158+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","01-APR-22","30-JUN-22","0","0"
"C00736876","WARNOCK FOR GEORGIA","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521895591+0","GA","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","05-MAY-22","30-JUN-22","34689","73290"
"C00662577","KATHY MANNING FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521951463+0","NC","06","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","28-APR-22","30-JUN-22","20800","25700"
"C00795211","DON DAVIS FOR NC","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159522072761+0","NC","01","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","28-APR-22","30-JUN-22","69730","134423.5"
"C00799767","MENENDEZ FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159522087316+0","NJ","08","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-22","19-MAY-22","30-JUN-22","0","42100"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159522096938+0","WI","01","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-22","01-APR-22","30-JUN-22","0","0"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159522097122+0","NV","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","01-APR-22","30-JUN-22","21674.35","67414.35"
"C00711150","MONDAIRE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159522114927+0","NY","17","APRIL QUARTERLY","15-JUL-22","01-APR-22","30-JUN-22","0","0"
"C00797795","ROBERT GARCIA FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159522133441+0","CA","42","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-22","19-MAY-22","30-JUN-22","0","46086"
"C00638650","HALEY STEVENS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159518630123+0","MI","11","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","01-APR-22","30-JUN-22","338722","636063"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159518636856+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","01-APR-22","30-JUN-22","889186.36","2531927.08"
"C00649913","SPANBERGER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159518643501+0","VA","07","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-22","02-JUN-22","30-JUN-22","0","32028"
"C00255562","FRIENDS OF JIM CLYBURN","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159518653622+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","26-MAY-22","30-JUN-22","51900","57700"
"C00369801","DAVID SCOTT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159518689913+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","05-MAY-22","30-JUN-22","44300","93800"
"C00636571","KATIE PORTER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159518736581+0","CA","47","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-22","19-MAY-22","30-JUN-22","0","24703.95"
"C00696526","MARK KELLY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521249128+0","AZ","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","01-APR-22","30-JUN-22","23018.35","43475.35"
"C00492991","BLUMENTHAL FOR CONNECTICUT","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521300514+0","CT","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","17-APR-22","30-JUN-22","26500","149963"
"C00795252","WELCH FOR VERMONT","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521380753+0","VT","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","01-APR-22","30-JUN-22","31488.01","61121.01"
"C00794727","FOUSHEE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521383571+0","NC","04","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","28-APR-22","30-JUN-22","26767","460494.27"
"C00577189","DUCKWORTH VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521383755+0","","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","01-APR-22","30-JUN-22","108998","108998"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521447913+0","CO","","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-22","09-JUN-22","30-JUN-22","0","112117"
"C00639146","JOSH HARDER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521453473+0","CA","09","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-22","19-MAY-22","30-JUN-22","0","28224.27"
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521470725+0","IL","00","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-22","09-JUN-22","30-JUN-22","0","26439"
"C00658567","SUSAN WILD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521476769+0","PA","07","QUARTERLY SEMI-ANNUAL (MY)","15-JUL-22","01-APR-22","30-JUN-22","0","30222"
"C00765800","FETTERMAN FOR PA","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521494360+0","PA","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","28-APR-22","30-JUN-22","41197.27","42060.27"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521631804+0","NH","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","01-APR-22","30-JUN-22","23723.35","94550.58"
"C00777904","CHERI BEASLEY FOR NORTH CAROLINA","http://docquery.fec.gov/cgi-bin/fecimg/?_202207159521839228+0","NC","","JULY QUARTERLY / SEMI-ANNUAL","15-JUL-22","28-APR-22","30-JUN-22","43781.86","100426.86"
"C00801290","DONNA EDWARDS 4 CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207079517847898+0","MD","04","PRE-PRIMARY","07-JUL-22","01-APR-22","29-JUN-22","54235.17","0"
"C00369801","DAVID SCOTT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202207059517792016+0","GA","13","PRE-PRIMARY","05-JUL-22","01-APR-22","04-MAY-22","49000","0"
"C00707414","MY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202206309517775057+0","","","MAY MONTHLY","30-JUN-22","01-APR-22","30-APR-22","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202206179515011306+0","","","JUNE MONTHLY","17-JUN-22","01-MAY-22","31-MAY-22","22500","0"
"C00811018","NELS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202206169514982040+0","","","JUNE MONTHLY","16-JUN-22","01-MAY-22","15-JUN-22","0","0"
"C00458398","BENNET FOR COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?_202206169514967169+0","CO","","PRE-PRIMARY","16-JUN-22","01-APR-22","08-JUN-22","64800","0"
"C00707414","MY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202206029514669659+0","","","MAY MONTHLY","02-JUN-22","01-APR-22","30-APR-22","0","0"
"C00799767","MENENDEZ FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202205269514441290+0","NJ","08","PRE-PRIMARY","26-MAY-22","01-APR-22","18-MAY-22","39600","0"
"C00797795","ROBERT GARCIA FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202205269514456673+0","CA","42","PRE-PRIMARY","26-MAY-22","01-APR-22","18-MAY-22","35586","0"
"C00369801","DAVID SCOTT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202205119502737503+0","GA","13","PRE-PRIMARY","11-MAY-22","01-APR-22","04-MAY-22","19500","0"
"C00795211","DON DAVIS FOR NC","http://docquery.fec.gov/cgi-bin/fecimg/?_202205059502667979+0","NC","01","PRE-PRIMARY","05-MAY-22","01-APR-22","27-APR-22","64693.5","0"
"C00794727","FOUSHEE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202205059502581488+0","NC","04","PRE-PRIMARY","05-MAY-22","01-APR-22","27-APR-22","268228.27","0"
"C00492991","BLUMENTHAL FOR CONNECTICUT","http://docquery.fec.gov/cgi-bin/fecimg/?_202204229502365842+0","CT","","PRE-CONVENTION","22-APR-22","01-APR-22","16-APR-22","70500","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202204199500049403+0","","","APRIL MONTHLY","19-APR-22","01-MAR-22","31-MAR-22","239500","0"
"C00654095","TARKANIAN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204199500048599+0","","","APRIL QUARTERLY","19-APR-22","01-JAN-22","31-MAR-22","0","0"
"C00795591","BILL WELLS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204169500003274+0","","","APRIL QUARTERLY","16-APR-22","01-JAN-22","31-MAR-22","0","0"
"C00696526","MARK KELLY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496530576+0","AZ","00","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","20457","0"
"C00574889","TAMMY FOR ILLINOIS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496530856+0","IL","00","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","25805","0"
"C00736876","WARNOCK FOR GEORGIA","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496938540+0","GA","","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","31291","0"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496881109+0","NV","","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","45740","0"
"C00777904","CHERI BEASLEY FOR NORTH CAROLINA","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496775160+0","NC","","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","30797","0"
"C00639146","JOSH HARDER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496758876+0","CA","09","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","20924","0"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496715498+0","NH","","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","23238","0"
"C00658567","SUSAN WILD FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496714242+0","PA","07","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","29436","0"
"C00794727","FOUSHEE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496606158+0","NC","04","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","165499","0"
"C00795252","WELCH FOR VERMONT","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496595100+0","","","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","29633","0"
"C00711150","MONDAIRE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159499753606+0","NY","17","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","20673.33","0"
"C00665695","JAY CHEN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159499777908+0","CA","45","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","19622.9","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159499946878+0","WI","01","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","0","0"
"C00707414","ECG FOUNDATION","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159499970215+0","","","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","0","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496285064+0","","","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","1499286.36","0"
"C00492991","BLUMENTHAL FOR CONNECTICUT","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496341072+0","CT","","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","52963","0"
"C00638650","HALEY STEVENS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496287002+0","MI","11","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","297341","0"
"C00649913","SPANBERGER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204159496402557+0","VA","07","APRIL QUARTERLY","15-APR-22","01-JAN-22","31-MAR-22","26873","0"
"C00751867","BUILD YOUR BETTER FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?_202204149496135968+0","","","APRIL QUARTERLY","14-APR-22","01-JAN-22","31-MAR-22","0","0"
"C00582676","BRENT WALTZ FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202204149496270875+0","","","APRIL QUARTERLY","14-APR-22","01-JAN-22","31-MAR-22","0","0"
"C00557223","EGRIU FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202203319495925230+0","","","APRIL QUARTERLY","31-MAR-22","01-JAN-22","31-MAR-22","0","0"
"C00707414","ECG FOUNDATION","http://docquery.fec.gov/cgi-bin/fecimg/?_202203289495912584+0","","","APRIL QUARTERLY","28-MAR-22","01-JAN-22","31-MAR-22","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202203149493775994+0","","","MARCH MONTHLY","14-MAR-22","01-FEB-22","28-FEB-22","566650","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202202189491786907+0","","","FEBRUARY MONTHLY","18-FEB-22","01-JAN-22","31-JAN-22","451400","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202202029491476143+0","","","OCTOBER MONTHLY","02-FEB-22","01-SEP-21","30-SEP-21","192500","0"
"C00765909","PULLIAM COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_202202019491471188+0","","","QUARTERLY SEMI-ANNUAL (YE)","01-FEB-22","01-JAN-19","01-FEB-22","0","0"
"C00711150","MONDAIRE FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319486354225+0","NY","17","QUARTERLY YEAR END / SEMI-ANN","31-JAN-22","01-OCT-21","31-DEC-21","28598.75","52466.75"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319486158117+0","NY","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-22","01-OCT-21","31-DEC-21","28100","190150"
"C00696526","MARK KELLY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319486082571+0","AZ","","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-22","01-OCT-21","31-DEC-21","0","33417.45"
"C00736876","WARNOCK FOR GEORGIA","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319486039061+0","GA","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-22","01-OCT-21","31-DEC-21","27335","42946.2"
"C00575548","CATHERINE CORTEZ MASTO FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319485961816+0","NV","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-22","01-OCT-21","31-DEC-21","45456.33","53133.43"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319485616906+0","","","MONTHLY SEMI-ANNUAL (YE)","31-JAN-22","01-DEC-21","31-DEC-21","0","1264682.5"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319485565905+0","NH","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-22","01-OCT-21","31-DEC-21","22520","56370.1"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319485346453+0","WI","","QUARTERLY SEMI-ANNUAL (YE)","31-JAN-22","01-OCT-21","31-DEC-21","0","0"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319485275021+0","","","QUARTERLY YEAR END / SEMI-ANN","31-JAN-22","01-JUL-21","31-DEC-21","749742.5","749742.5"
"C00656686","TOM MALINOWSKI FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202201319485262594+0","NJ","07","QUARTERLY YEAR END / SEMI-ANN","31-JAN-22","01-OCT-21","31-DEC-21","35401","63942.1"
"C00486563","MANCHIN FOR WEST VIRGINIA","http://docquery.fec.gov/cgi-bin/fecimg/?_202201299475490436+0","WV","00","QUARTERLY SEMI-ANNUAL (YE)","29-JAN-22","01-OCT-21","31-DEC-21","0","25750"
"C00664318","DEMOCRACY SUMMER LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_202201229475079303+0","","","MONTHLY SEMI-ANNUAL (YE)","22-JAN-22","01-DEC-21","31-DEC-21","0","33080"
"C00664318","DEMOCRACY SUMMER LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_202112179469881700+0","","","DECEMBER MONTHLY","17-DEC-21","01-NOV-21","30-NOV-21","20330","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202111199468625496+0","","","NOVEMBER MONTHLY","19-NOV-21","01-OCT-21","31-OCT-21","190475","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202110199467962016+0","","","OCTOBER MONTHLY","19-OCT-21","01-SEP-21","30-SEP-21","197500","0"
"C00656686","TOM MALINOWSKI FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_202110159467460699+0","NJ","07","OCTOBER QUARTERLY","15-OCT-21","01-JUL-21","30-SEP-21","28541.1","0"
"C00588772","MAGGIE FOR NH","http://docquery.fec.gov/cgi-bin/fecimg/?_202110159467656298+0","NH","","OCTOBER QUARTERLY","15-OCT-21","01-JUL-21","30-SEP-21","33850.1","0"
"C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_202110159467893405+0","","","OCTOBER QUARTERLY","15-OCT-21","01-JUL-21","30-SEP-21","149400","0"
"C00326801","TAMMY BALDWIN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_202110139467238715+0","","","OCTOBER QUARTERLY","13-OCT-21","01-JUL-21","30-SEP-21","0","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202109179466716387+0","","","SEPTEMBER MONTHLY","17-SEP-21","01-AUG-21","31-AUG-21","538242.5","0"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_202108199466351211+0","","","AUGUST MONTHLY","19-AUG-21","01-JUL-21","31-JUL-21","109965","0"
"C00764068","TAKING MARSHFIELD BACK","http://docquery.fec.gov/cgi-bin/fecimg/?_202108179466305998+0","","","MONTHLY SEMI-ANNUAL (MY)","17-AUG-21","","","0","0"
"C00736876","WARNOCK FOR GEORGIA","http://docquery.fec.gov/cgi-bin/fecimg/?_202108069465883275+0","GA","","QUARTERLY SEMI-ANNUAL (YE)","06-AUG-21","17-DEC-20","31-DEC-20","0","172044.05"
